t,theta,theta_dot,voltage
5.184000,0.260777,-4.684283,-3.000000
5.185000,0.257709,-4.684283,-3.000000
5.186000,0.251573,-4.684283,-3.000000
5.187000,0.245437,-5.003188,-3.000000
5.188000,0.242369,-5.003188,-3.000000
5.189000,0.236233,-5.299805,-3.000000
5.190000,0.230097,-5.299805,-3.000000
5.191000,0.223961,-5.581565,-3.000000
5.192000,0.217825,-5.581565,-3.000000
5.193000,0.211689,-5.838369,-3.000000
5.194000,0.205553,-5.838369,-3.000000
5.195000,0.199418,-6.084878,-3.000000
5.196000,0.193282,-6.084878,-3.000000
5.197000,0.187146,-6.321530,-3.000000
5.198000,0.181010,-6.321530,-3.000000
5.199000,0.174874,-6.532742,-3.000000
5.200000,0.165670,-6.532742,-3.000000
5.201000,0.159534,-6.732446,3.000000
5.202000,0.153398,-6.732446,3.000000
5.203000,0.147262,-6.922437,3.000000
5.204000,0.141126,-6.922437,3.000000
5.205000,0.131922,-6.322299,3.000000
5.206000,0.125786,-7.000095,3.000000
5.207000,0.119651,-7.000095,3.000000
5.208000,0.113515,-6.377240,3.000000
5.209000,0.107379,-6.377240,3.000000
5.210000,0.101243,-6.066246,3.000000
5.211000,0.098175,-6.066246,3.000000
5.212000,0.092039,-5.930458,3.000000
5.213000,0.085903,-5.850314,3.000000
5.214000,0.079767,-5.850314,3.000000
5.215000,0.073631,-5.416639,3.000000
5.216000,0.070563,-5.416639,3.000000
5.217000,0.064427,-5.194951,3.000000
5.218000,0.061359,-5.194951,3.000000
5.219000,0.055223,-5.194951,3.000000
5.220000,0.052155,-4.793664,3.000000
5.221000,0.046019,-4.793664,3.000000
5.222000,0.042951,-4.793664,3.000000
5.223000,0.039884,-4.403575,3.000000
5.224000,0.036816,-4.403575,3.000000
5.225000,0.030680,-4.403575,3.000000
5.226000,0.027612,-3.945015,3.000000
5.227000,0.024544,-3.945015,3.000000
5.228000,0.021476,-3.945015,3.000000
5.229000,0.018408,-3.814390,3.000000
5.230000,0.015340,-3.412453,3.000000
5.231000,0.012272,-3.412453,3.000000
5.232000,0.012272,-3.412453,3.000000
5.233000,0.009204,-3.412453,3.000000
5.234000,0.006136,-2.866035,3.000000
5.235000,0.003068,-2.801338,3.000000
5.236000,0.003068,-2.801338,3.000000
